time,status,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,curr1,curr2,curr3,curr4,curr5,curr6,goal,backers,pledged,duration,updates,comments,rewards,facebook_connected,facebook_friends,facebook_shares,has_video,creator_projects_created,creator_projects_backed,videos,images,words_description,words_risks_and_challenges,faqs,prj_prom,crt_suc_perc,usr_net_pg_rnk,usr_net_nodes,usr_net_tie,usr_net_bic,1f_plg,1f_bck,1prj_prom,2f_plg,2f_bck,2prj_prom,3f_plg,3f_bck,3prj_prom
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.033652236,1.095069079,0.029235087,-1.03519432,0.474212913,-0.006924116,-0.687818229,0,0,-0.087694444,1,-0.204451886,2.006226058,-0.257265809,-0.672638512,0.457203233,-0.459593797,0.156176858,0.798644266,-0.515423504,0.079474613,1.107738296,0.66771778,2.298414659,4.799342231,1.114036045,-0.265049247,4.631597542,1.04667501,-0.280888139,4.721063915,1.068016508,-0.258752245
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.033652236,-0.181701779,-0.122844008,-0.140498036,-0.428235099,-0.063217039,-0.34834647,1,0.64915323,-0.079845274,1,-0.204451886,-0.219981494,-0.257265809,0.398788621,-0.286332313,-0.9435849,-0.332108591,0,-0.515423504,0,0,0,0,1.947975744,-0.014931662,0,1.406394455,-0.062138194,0,1.165296553,-0.079976536,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.03101862,-0.158028649,-0.100919941,-0.140498036,-0.428235099,-0.059464177,-0.518082349,1,-0.170666889,-0.100253116,1,-0.204451886,0,-0.257265809,-0.672638512,-0.626332401,-0.490486846,-0.332108591,-0.351571308,-0.515423504,0.079474613,-0.30061115,-0.34181593,-0.260923079,0,0,-0.265049247,0,0,0.222390639,0,0,-0.258752245
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.033652236,0.343841726,0.029923401,-0.736962225,0.654702515,-0.008800546,-0.008874711,0,0,-0.146563219,1,0.188865283,0.392225583,-0.257265809,0.983203421,1.621445959,-0.160960988,-0.332108591,0,0.932461231,0,0,0,0,4.111081355,0.286126394,0,4.253644055,0.289069608,0,4.329603288,0.289932334,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.033652236,2.291351292,0.952901125,2.742412213,1.196171323,0.460307147,1.688484085,1,-0.514105047,-0.053158096,1,0.188865283,-0.108671116,-0.257265809,2.152033021,1.870435922,-0.325723917,-0.332108591,1.229975106,2.165844524,0.079474613,0.843672775,0.523498679,1.749985144,19.990243,1.237196158,-0.265049247,26.62849047,1.227296165,-0.280888139,27.20830216,1.425169899,-0.258752245
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.015216924,2.446015747,1.021592285,-0.140498036,0.29372331,0.0306045,2.876635241,0,0,1.214482872,1,-0.204451886,-0.164326305,3.166154351,-0.088223712,0.213364786,1.651431231,-0.332108591,6.262168242,-0.515423504,2.867519558,6.741136082,7.6623442,6.503040943,2.619849457,3.043544488,12.38808009,2.288285924,2.69735168,6.765014744,2.317930622,2.768746943,3.93698567
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.031677024,-0.074383586,-0.069678145,-0.637551527,-0.247745497,-0.038823439,0.330597048,1,-0.198363515,-0.10457016,1,-0.204451886,0.225260016,0.883874245,-0.575236045,0.470940611,-0.130067939,-0.332108591,0,-0.515423504,0,0,0,0,1.325263523,-0.014931662,0,1.028440968,-0.042069177,0,0.904322802,-0.050213754,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.033652236,-0.075961795,-0.096484141,-0.140498036,2.820577744,-0.059464177,-0.008874711,1,-0.332692149,-0.143423551,1,-0.204451886,-0.108671116,-0.257265809,0.106581221,-0.080271653,-0.521379895,-0.332108591,-0.351571308,-0.515423504,0.079474613,-0.30061115,-0.34181593,-0.260923079,2.1937832,0.115070681,-0.265049247,1.645764997,0.048241401,-0.280888139,1.393648586,0.013563638,-0.258752245
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.021932645,1.783168083,1.345622346,-1.731069208,1.01568172,0.008087331,-0.687818229,0,0,-0.087301985,1,-0.204451886,0.169604828,-0.257265809,-0.283028645,-0.202190877,1.352798422,0.156176858,0,-0.515423504,0,0,0,0,7.208255298,3.17354683,0,7.012704509,2.963266159,0,6.732736582,2.807013378,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.033388875,-0.098056717,-0.082182511,-0.140498036,-0.067255895,-0.053834885,-0.17861059,0,0,-0.088479361,1,-0.204451886,-0.164326305,-0.257265809,-0.672638512,-0.203908049,0.055290357,-0.332108591,-0.351571308,-0.515423504,0.079474613,-0.124567469,-0.197596828,-0.260923079,2.76733393,-0.055985033,-0.265049247,2.313482823,-0.082207212,0.222390639,1.948217807,-0.096983841,-0.258752245
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.03417896,0.103954,-0.043471237,-0.239908734,0.835192118,-0.0181827,1.179276446,0,0,-0.134789464,0,0.97549962,1.672294925,-0.257265809,0.009178755,0.419425446,0.601067559,0.156176858,-0.064017415,-0.515423504,0.079474613,0.051476211,-0.053377727,0.470316275,4.438824629,0.101386223,-0.265049247,3.573327779,0.063293164,-0.280888139,3.938142661,0.060333725,-0.258752245
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.030871356,7.234301017,5.61946426,-0.140498036,1.196171323,0.313945546,-0.687818229,1,-0.037723086,0.031612941,1,-0.204451886,0.280915205,-0.257265809,3.126057687,2.627708845,0.528983777,5.039031351,1.158086633,2.165844524,4.261542031,1.547847498,1.172484635,2.115604821,2.488752147,6.054125038,-0.265049247,3.081988246,7.022224902,-0.280888139,3.405321252,7.475518423,-0.258752245
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.008632884,6.127976701,5.066901295,1.350662438,2.640088142,3.213031088,1.349012326,1,0.257245977,0.074783377,1,0.582182452,1.171398226,-0.257265809,1.178008354,0.321546633,0.662853657,2.597604105,-0.351571308,1.415089476,0.079474613,-0.30061115,-0.34181593,-0.260923079,1.341650687,1.688783241,-0.265049247,1.5449774,1.829366683,-0.280888139,1.665496243,1.905626247,-0.258752245
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.026409792,-0.14382477,-0.055797152,-0.140498036,-0.428235099,-0.063217039,-0.17861059,1,0.827796466,-0.140283883,1,-0.204451886,-0.219981494,-0.257265809,-0.672638512,-0.83239306,-1.334896857,-0.332108591,0,-0.515423504,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.033652236,-0.178545362,-0.118637646,1.350662438,-0.067255895,-0.061340608,-0.34834647,0,0,-0.153235014,1,0.188865283,0.559191149,-0.257265809,0.690996021,-0.470069734,-0.233044769,-0.332108591,0,0.905648551,0,0,0,0,1.571070979,-0.110722861,0,1.444189804,-0.122345246,0,1.197918272,-0.130998449,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.03431064,-0.16907611,-0.098090206,-0.140498036,0.474212913,-0.061340608,1.688484085,1,-0.239908453,-0.107317369,1,0.188865283,0.002639261,-0.257265809,1.178008354,0.457203233,-0.325723917,-0.332108591,0,-0.515423504,0,0,0,0,4.782955067,-0.076511718,0,3.82529677,-0.097258974,0,3.253086564,-0.109739319,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.033652236,0.051873112,-0.006123844,-0.140498036,7.513307408,0.193853977,1.349012326,1,-0.05295623,-0.138321591,1,0.188865283,0.113949639,-0.257265809,0.885800954,1.635183336,-0.212449403,0.644462307,0,1.710028959,0,0,0,0,7.650708718,0.422970964,0,6.445774279,0.304121371,0,5.862824078,0.247414073,0
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.034020943,-0.071227169,-0.030138346,-1.134605018,-0.428235099,-0.051958454,-0.34834647,0,0,-0.155982224,0,0.188865283,-0.164326305,-0.257265809,0.106581221,2.23447642,2.722390269,-0.332108591,0,-0.515423504,0,0,0,0,2.701785275,-0.055985033,0,2.515058016,-0.052103686,0,2.981238906,-0.033206449,0
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.034771523,-0.180123571,-0.13502971,-0.140498036,2.098619335,-0.063217039,-0.857554109,1,0.312639229,-0.145778302,0,-0.204451886,-0.219981494,-0.257265809,-0.185626179,-0.4906758,0.467197679,-0.332108591,0,-0.515423504,0,0,0,0,2.013524399,-0.124407318,0,1.83474174,-0.122345246,0,1.524135461,-0.135250275,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.03431064,-0.176967153,-0.131384196,-0.538140829,-0.608724702,-0.059464177,-0.857554109,1,-0.188669696,-0.126547836,1,-0.204451886,0,-0.257265809,-0.575236045,-0.305221206,1.476370619,-0.332108591,-0.351571308,-0.515423504,0.079474613,-0.30061115,-0.34181593,-0.260923079,0,0,-0.265049247,0,0,-0.280888139,0,0,-0.258752245
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.019167348,-0.019146281,0.022211738,0.455966153,0.113233708,-0.046329162,1.009540567,1,1.67392838,0.444479288,1,-0.204451886,-0.219981494,-0.257265809,-0.477833579,-0.015019111,-1.334896857,-0.332108591,0.726755792,-0.515423504,0.079474613,0.315541733,0.307170027,-0.260923079,0,0,0.156721731,0,0,-0.280888139,0,0,-0.258752245
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.033652236,4.36038293,1.550357441,-0.140498036,3.542536154,2.773946288,0.670068807,1,-0.375621919,-0.127725211,1,-0.204451886,1.004432659,0.883874245,6.924753887,3.503466648,-0.088877206,6.992173148,0,1.870905041,0,0,0,0,5.110698342,0.676133419,0,7.642626987,1.096847553,0,10.64734285,1.454932682,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.03417896,-0.183279988,-0.125941419,-1.731069208,-0.608724702,-0.063217039,-0.008874711,1,-0.275914066,-0.128902587,1,-0.204451886,-0.108671116,-0.257265809,-0.380431112,0.452051717,0.003801941,-0.332108591,0,-0.515423504,0,0,0,0,1.75132978,-0.103880632,0,1.393796005,-0.102276229,0,1.165296553,-0.109739319,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.029701812,-0.165919692,-0.065637489,-0.736962225,-0.247745497,-0.063217039,0.330597048,0,0,-0.155197307,1,-0.204451886,-0.053015928,-0.257265809,-0.380431112,0.220233475,2.351673679,-0.332108591,0,-0.515423504,0,0,0,0,1.653006797,-0.049142804,0,1.192220813,-0.077189957,0,0.980440146,-0.092732014,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.03101862,-0.145402979,-0.096382169,0.65478755,6.791348998,-0.0425763,1.179276446,1,0.823641972,-0.066501685,1,0.188865283,0.002639261,-0.257265809,1.080605888,2.382153226,1.126249395,0.644462307,0.367313426,-0.515423504,0.079474613,0.315541733,0.162950925,-0.078113241,0,0,-0.265049247,0,0,-0.280888139,0,0,-0.258752245
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.032335428,-0.090165673,-0.017990883,-0.140498036,-0.067255895,-0.055711316,0.160861169,1,-0.169282058,-0.155982224,0,-0.204451886,-0.108671116,-0.257265809,-0.380431112,0.43831434,-0.552272944,-0.332108591,0,-0.515423504,0,0,0,0,4.17663001,-0.014931662,0,3.699312275,-0.016982905,0,3.144347501,-0.041710101,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.034113119,-0.0949003,-0.109014,-0.041087338,-0.067255895,-0.063217039,-0.687818229,1,0.874880729,-0.113989164,0,-0.204451886,0.002639261,-0.257265809,-0.380431112,-0.868453675,-0.809715021,-0.332108591,0,-0.515423504,0,0,0,0,1.685781125,-0.001247204,0,1.607969648,-0.006948397,0,1.415396398,-0.028954623,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.032072067,0.294917255,0.124196888,-0.140498036,11.66456826,0.158201792,1.518748205,1,-0.176206214,-0.155982224,1,6.481939983,0.113949639,-0.257265809,0.593593554,1.205890296,-0.315426234,1.132747757,0,-0.515423504,0,0,0,0,2.947592731,0.334021993,0,2.830019255,0.294086862,0,2.861625937,0.281428681,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.030755259,0.272822333,-0.04571463,-0.140498036,2.279108937,0.032480931,-0.17861059,1,0.129841499,-0.095936072,1,0.188865283,3.2862954,-0.257265809,1.859825621,1.684981329,0.549579143,-0.332108591,0,-0.515423504,0,0,0,0,1.325263523,0.771924619,0,1.116630115,0.625225647,0,0.958692333,0.545041899,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.028385004,1.775277039,3.070383592,1.350662438,0.474212913,0.161954654,1.858219964,1,-0.467020783,0.249034953,1,-0.204451886,-0.164326305,6.589574511,3.028655221,2.078213754,0.147969504,-0.332108591,0.582978846,-0.515423504,1.473497086,0.755650935,0.523498679,1.384365467,4.979601032,0.450339878,-0.265049247,7.579634739,0.675398191,-0.280888139,9.298978471,0.821410595,-0.258752245
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.03365092,0.828351804,0.232835739,-0.239908734,3.181556949,0.869369055,0.160861169,0,0,-0.094366238,1,-0.204451886,0.893122282,-0.257265809,2.639045354,1.001546808,-0.799417338,5.039031351,0.726755792,-0.515423504,0.079474613,1.019716456,0.66771778,1.384365467,5.110698342,0.847189132,-0.265049247,5.866245599,0.750657005,-0.280888139,6.450015018,0.727870421,-0.258752245
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.032993832,-0.110682387,-0.082182511,-1.731069208,-0.067255895,-0.063217039,-0.34834647,0,0,-0.155589765,1,0.188865283,-0.219981494,-0.257265809,-0.672638512,-0.873605192,-0.830310387,-0.332108591,0,-0.515423504,0,0,0,0,1.62023247,-0.131249546,0,1.305606859,-0.112310737,0,1.187044366,-0.113991145,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.033652236,-0.150137605,-0.086618311,2.841822911,0.474212913,-0.063217039,-0.34834647,0,0,-0.148525512,1,-0.204451886,-0.108671116,-0.257265809,-0.672638512,-0.483807111,-0.356616966,0.156176858,0,-0.515423504,0,0,0,0,4.406050302,-0.049142804,0,3.53553243,-0.062138194,0,3.155221407,-0.067221058,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.021800964,14.39305579,4.712904093,-0.140498036,0.654702515,0.163831085,0.500332928,1,1.354032353,1.70309371,1,-0.204451886,0.670501527,0.883874245,0.593593554,1.418819644,1.960361723,2.597604105,0.007871059,-0.515423504,2.867519558,0.139498052,-0.125487278,0.470316275,16.05732371,16.03693645,-0.265049247,19.95131221,18.58197885,-0.280888139,18.55267274,17.01236434,-0.258752245
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.033208472,0.203381149,0.004417553,-0.140498036,-0.428235099,-0.061340608,-0.687818229,0,0,-0.095151155,0,-0.204451886,0.113949639,-0.257265809,-0.575236045,-0.468352562,-0.078579523,-0.332108591,0.367313426,-0.515423504,-0.617536623,0.491585413,0.307170027,0.835935952,7.159093807,0.833504675,-0.265049247,7.579634739,0.82591582,4.751899635,6.950214708,0.727870421,0.580395338
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.021800964,2.035681479,1.35769333,-1.134605018,-0.247745497,0.452801423,-0.17861059,0,0,-0.069641353,1,7.66189149,0.002639261,2.025014298,0.496191088,-0.016736283,0.209755602,1.132747757,-0.135905888,0,0.079474613,-0.036545629,-0.125487278,0.104696598,4.274952992,2.564588491,-0.265049247,4.165454908,2.311023098,-0.280888139,4.525333602,2.42434903,0.580395338
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.033652236,-0.04439762,-0.098880493,2.742412213,2.279108937,0.280169792,-0.008874711,1,0.408192587,0.120308563,0,-0.204451886,0.336570394,3.166154351,2.541642887,1.425688332,0.333327799,1.132747757,-0.207794361,0.369394946,0.079474613,-0.124567469,-0.197596828,0.104696598,1.325263523,0.032963938,-0.265049247,0.927653372,-0.027017414,-0.280888139,0.5563578,-0.041710101,-0.258752245
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.03431064,-0.200640284,-0.127496499,-0.140498036,-0.247745497,-0.063217039,-0.857554109,0,0,-0.155982224,1,-0.204451886,-0.219981494,-0.257265809,-0.672638512,-0.734514247,0.137671821,0.156176858,0,-0.515423504,0,0,0,0,1.931588581,-0.144934003,0,1.406394455,-0.152448772,0,1.165296553,-0.156509406,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-0.034837364,-0.20537491,-0.135322881,-0.140498036,-0.247745497,-0.059464177,-0.34834647,1,-0.540416841,-0.154804848,0,0.188865283,-0.219981494,-0.257265809,0.788398488,-0.397948503,-1.098050146,-0.332108591,0,-0.515423504,0,0,0,0,2.865656912,-0.15861846,0,2.70403476,-0.157466026,0,2.285308903,-0.160761232,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.032993832,0.118157878,-0.025626067,0.853608946,1.918129732,0.024975208,-0.008874711,0,0,-0.153235014,1,-0.204451886,-0.219981494,0.883874245,0.496191088,0.19275872,-0.758226605,1.621033206,-0.351571308,-0.515423504,0.079474613,-0.21258931,-0.269706379,-0.078113241,1.915201417,0.224546337,-0.265049247,1.796946391,0.183707267,0.222390639,1.708991868,0.170881203,-0.258752245
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.021800964,0.56163453,1.203893451,-0.140498036,11.66456826,8.656556756,0.330597048,0,0,0.159161955,1,-0.204451886,-0.219981494,3.166154351,2.541642887,0.71649623,1.095356346,2.109318655,1.517528999,-0.515423504,0.079474613,1.547847498,1.100375085,1.567175305,4.471598957,1.107193816,2.265576621,4.455219248,0.981450704,1.228948193,4.438342351,0.876684334,-0.258752245
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.034837364,-0.199062075,-0.137731979,-2.426944095,-0.608724702,-0.063217039,0.500332928,1,-0.352079787,-0.155589765,1,0.188865283,-0.219981494,-0.257265809,2.833850287,0.419425446,0.704044389,-0.332108591,-0.351571308,-0.515423504,0.079474613,-0.30061115,-0.34181593,-0.260923079,2.029911563,-0.138091775,-0.265049247,1.696158795,-0.142414263,-0.280888139,1.622000618,-0.143753928,-0.258752245
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.027068196,3.238276527,0.176534225,-0.140498036,1.01568172,0.034357361,-1.027289988,0,0,-0.139498966,1,-0.204451886,-0.164326305,-0.257265809,-0.283028645,0.156698105,0.971784149,0.644462307,0,-0.515423504,0,0,0,0,2.095460218,5.027790759,0,2.439467319,5.56722115,0,2.383174059,5.353857205,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.002048844,1.218169359,0.408967574,-0.140498036,0.113233708,-0.050082023,2.367427603,0,0,-0.021761415,1,-0.204451886,-0.219981494,-0.257265809,-0.380431112,-0.289766657,-0.603761359,-0.332108591,-0.064017415,-0.515423504,1.473497086,0.227519892,0.307170027,0.287506436,1.505522324,3.200915744,-0.265049247,1.217417712,2.461540727,1.228948193,1.034809677,2.203254073,0.580395338
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.021800964,1.199230855,0.732436787,1.151841041,1.196171323,0.083144561,1.009540567,1,0.145074644,-0.110457037,1,-0.204451886,0.113949639,-0.257265809,3.710472487,0.881344757,-0.830310387,1.132747757,0.007871059,1.254213395,0.77648585,0.227519892,0.018731824,0.104696598,1.669393961,0.915611418,-0.265049247,1.696158795,0.916226398,-0.280888139,1.85035265,1.012742769,-0.258752245
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.034574002,-0.173810736,-0.117745387,0.157734059,-0.428235099,-0.063217039,-0.518082349,0,0,-0.107317369,0,-0.204451886,-0.219981494,-0.257265809,0.106581221,-0.341281822,-0.778821971,-0.332108591,0,-0.515423504,0,0,0,0,1.882427089,-0.131249546,0,1.645764997,-0.1273625,0,1.371900773,-0.135250275,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.03431064,-0.009677029,-0.109842526,-1.631658509,-0.067255895,-0.029441285,-1.366761747,0,0,0.017091977,0,29.29433577,8.629193524,2.025014298,1.859825621,0.331849666,-0.686142824,-0.332108591,0,0,0,0,0,0,1.521909488,0.053490624,0,1.444189804,0.028172384,0,1.165296553,-0.007695493,0
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.0277266,-0.126464474,-0.067230808,-0.140498036,-0.608724702,-0.063217039,0.839804687,1,0.917810499,0.142678698,1,-0.204451886,-0.219981494,-0.257265809,0.106581221,0.275182984,-1.334896857,-0.332108591,0,-0.515423504,0,0,0,0,0,0,0,0,0,0,0,0,0
